"TIPO_DATO_AVQ","Tipo dato","MISURA_AVQ","Misura","SEXISTAT1","Sesso","ETA1","Classe di età","TITOLO_STUDIO","Titolo di studio","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"14_WALLET_NEIGHBV","molto","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y25-44","25-44 anni","11","laurea e post-laurea","2015","2015",36.1,,
"14_WALLET_NEIGHBV","molto","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y25-44","25-44 anni","11","laurea e post-laurea","2016","2016",38.2,,
"14_WALLET_NEIGHBV","molto","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y25-44","25-44 anni","11","laurea e post-laurea","2017","2017",42.6,,
"14_WALLET_NEIGHBV","molto","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y25-44","25-44 anni","11","laurea e post-laurea","2018","2018",42.9,,
"14_WALLET_NEIGHBV","molto","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y25-44","25-44 anni","11","laurea e post-laurea","2019","2019",44,,
"14_WALLET_NEIGHBV","molto","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y25-44","25-44 anni","11","laurea e post-laurea","2020","2020",43.1,,
"14_WALLET_NEIGHBQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y25-44","25-44 anni","7","diploma","2010","2010",37.1,,
"14_WALLET_NEIGHBQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y25-44","25-44 anni","7","diploma","2011","2011",38.7,,
"14_WALLET_NEIGHBQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y25-44","25-44 anni","7","diploma","2012","2012",38.2,,
"14_WALLET_NEIGHBQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y25-44","25-44 anni","7","diploma","2013","2013",36.2,,
"14_WALLET_NEIGHBQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y25-44","25-44 anni","7","diploma","2014","2014",39,,
"14_WALLET_NEIGHBQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y25-44","25-44 anni","7","diploma","2015","2015",38.3,,
"14_WALLET_NEIGHBQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y25-44","25-44 anni","7","diploma","2016","2016",38.4,,
"14_WALLET_NEIGHBQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y25-44","25-44 anni","7","diploma","2017","2017",37.4,,
"14_WALLET_NEIGHBQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y25-44","25-44 anni","7","diploma","2018","2018",36.1,,
"14_WALLET_NEIGHBQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y25-44","25-44 anni","7","diploma","2019","2019",35.4,,
"14_WALLET_NEIGHBQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y25-44","25-44 anni","7","diploma","2020","2020",37.5,,
"14_WALLET_NEIGHBNM","poco","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y25-44","25-44 anni","99","totale","2010","2010",18.9,,
"14_WALLET_NEIGHBNM","poco","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y25-44","25-44 anni","99","totale","2011","2011",19.7,,
"14_WALLET_NEIGHBNM","poco","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y25-44","25-44 anni","99","totale","2012","2012",18.2,,
"14_WALLET_NEIGHBNM","poco","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y25-44","25-44 anni","99","totale","2013","2013",19.7,,
"14_WALLET_NEIGHBNM","poco","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y25-44","25-44 anni","99","totale","2014","2014",17.9,,
"14_WALLET_NEIGHBNM","poco","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y25-44","25-44 anni","99","totale","2015","2015",19.8,,
"14_WALLET_NEIGHBNM","poco","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y25-44","25-44 anni","99","totale","2016","2016",17.8,,
"14_WALLET_NEIGHBNM","poco","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y25-44","25-44 anni","99","totale","2017","2017",18.9,,
"14_WALLET_NEIGHBNM","poco","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y25-44","25-44 anni","99","totale","2018","2018",18.4,,
"14_WALLET_NEIGHBNM","poco","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y25-44","25-44 anni","99","totale","2019","2019",16.8,,
"14_WALLET_NEIGHBNM","poco","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y25-44","25-44 anni","99","totale","2020","2020",15,,
"14_WALLET_NEIGHBNAL","per niente","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y25-44","25-44 anni","11","laurea e post-laurea","2010","2010",6.5,,
"14_WALLET_NEIGHBNAL","per niente","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y25-44","25-44 anni","11","laurea e post-laurea","2011","2011",5.4,,
"14_WALLET_NEIGHBNAL","per niente","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y25-44","25-44 anni","11","laurea e post-laurea","2012","2012",5,,
"14_WALLET_NEIGHBNAL","per niente","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y25-44","25-44 anni","11","laurea e post-laurea","2013","2013",6.3,,
"14_WALLET_NEIGHBNAL","per niente","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y25-44","25-44 anni","11","laurea e post-laurea","2014","2014",3.8,,
"14_WALLET_NEIGHBNAL","per niente","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y25-44","25-44 anni","11","laurea e post-laurea","2015","2015",6.5,,
"14_WALLET_NEIGHBNAL","per niente","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y25-44","25-44 anni","11","laurea e post-laurea","2016","2016",4.8,,
"14_WALLET_NEIGHBNAL","per niente","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y25-44","25-44 anni","11","laurea e post-laurea","2017","2017",4,,
"14_WALLET_NEIGHBNAL","per niente","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y25-44","25-44 anni","11","laurea e post-laurea","2018","2018",5.4,,
"14_WALLET_NEIGHBNAL","per niente","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y25-44","25-44 anni","11","laurea e post-laurea","2019","2019",5.3,,
"14_WALLET_NEIGHBNAL","per niente","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y25-44","25-44 anni","11","laurea e post-laurea","2020","2020",4.3,,
"14_WALLET_POLICV","molto","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y25-44","25-44 anni","3","licenza di scuola elementare, nessun titolo di studio","2010","2010",34.3,,
"14_WALLET_POLICV","molto","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y25-44","25-44 anni","3","licenza di scuola elementare, nessun titolo di studio","2011","2011",33.8,,
"14_WALLET_POLICV","molto","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y25-44","25-44 anni","3","licenza di scuola elementare, nessun titolo di studio","2012","2012",27.9,,
"14_WALLET_POLICV","molto","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y25-44","25-44 anni","3","licenza di scuola elementare, nessun titolo di studio","2013","2013",31.9,,
"14_WALLET_POLICV","molto","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y25-44","25-44 anni","3","licenza di scuola elementare, nessun titolo di studio","2014","2014",33.2,,
"14_WALLET_POLICV","molto","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y25-44","25-44 anni","3","licenza di scuola elementare, nessun titolo di studio","2015","2015",31.5,,
"14_WALLET_POLICV","molto","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y25-44","25-44 anni","3","licenza di scuola elementare, nessun titolo di studio","2016","2016",37.1,,
"14_WALLET_POLICV","molto","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y25-44","25-44 anni","3","licenza di scuola elementare, nessun titolo di studio","2017","2017",34.2,,
"14_WALLET_POLICV","molto","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y25-44","25-44 anni","3","licenza di scuola elementare, nessun titolo di studio","2018","2018",32.3,,
"14_WALLET_POLICV","molto","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y25-44","25-44 anni","3","licenza di scuola elementare, nessun titolo di studio","2019","2019",38.4,,
"14_WALLET_POLICV","molto","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y25-44","25-44 anni","3","licenza di scuola elementare, nessun titolo di studio","2020","2020",42.7,,
"14_WALLET_POLICV","molto","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y25-44","25-44 anni","99","totale","2010","2010",40.1,,
"14_WALLET_POLICV","molto","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y25-44","25-44 anni","99","totale","2011","2011",38.5,,
"14_WALLET_POLICV","molto","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y25-44","25-44 anni","99","totale","2012","2012",39.6,,
"14_WALLET_POLICV","molto","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y25-44","25-44 anni","99","totale","2013","2013",37.8,,
"14_WALLET_POLICV","molto","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y25-44","25-44 anni","99","totale","2014","2014",39,,
"14_WALLET_POLICV","molto","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y25-44","25-44 anni","99","totale","2015","2015",36.8,,
"14_WALLET_POLICV","molto","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y25-44","25-44 anni","99","totale","2016","2016",39.5,,
"14_WALLET_POLICV","molto","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y25-44","25-44 anni","99","totale","2017","2017",40.3,,
"14_WALLET_POLICV","molto","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y25-44","25-44 anni","99","totale","2018","2018",40.7,,
"14_WALLET_POLICV","molto","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y25-44","25-44 anni","99","totale","2019","2019",44.9,,
"14_WALLET_POLICV","molto","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y25-44","25-44 anni","99","totale","2020","2020",48,,
"14_WALLET_POLICQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y25-44","25-44 anni","11","laurea e post-laurea","2010","2010",35.9,,
"14_WALLET_POLICQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y25-44","25-44 anni","11","laurea e post-laurea","2011","2011",40.4,,
"14_WALLET_POLICQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y25-44","25-44 anni","11","laurea e post-laurea","2012","2012",39.7,,
"14_WALLET_POLICQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y25-44","25-44 anni","11","laurea e post-laurea","2013","2013",40.3,,
"14_WALLET_POLICQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y25-44","25-44 anni","11","laurea e post-laurea","2014","2014",42.1,,
"14_WALLET_POLICQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y25-44","25-44 anni","11","laurea e post-laurea","2015","2015",40.7,,
"14_WALLET_POLICQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y25-44","25-44 anni","11","laurea e post-laurea","2016","2016",40.5,,
"14_WALLET_POLICQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y25-44","25-44 anni","11","laurea e post-laurea","2017","2017",41,,
"14_WALLET_POLICQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y25-44","25-44 anni","11","laurea e post-laurea","2018","2018",38,,
"14_WALLET_POLICQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y25-44","25-44 anni","11","laurea e post-laurea","2019","2019",36.4,,
"14_WALLET_POLICQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y25-44","25-44 anni","11","laurea e post-laurea","2020","2020",35.6,,
"14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","2","femmine","Y25-44","25-44 anni","99","totale","2010","2010",6729,,
"14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","2","femmine","Y25-44","25-44 anni","99","totale","2011","2011",6634,,
"14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","2","femmine","Y25-44","25-44 anni","99","totale","2012","2012",6514,,
"14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","2","femmine","Y25-44","25-44 anni","99","totale","2013","2013",6452,,
"14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","2","femmine","Y25-44","25-44 anni","99","totale","2014","2014",5985,,
"14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","2","femmine","Y25-44","25-44 anni","99","totale","2015","2015",6343,,
"14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","2","femmine","Y25-44","25-44 anni","99","totale","2016","2016",6037,,
"14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","2","femmine","Y25-44","25-44 anni","99","totale","2017","2017",5916,,
"14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","2","femmine","Y25-44","25-44 anni","99","totale","2018","2018",5861,,
"14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","2","femmine","Y25-44","25-44 anni","99","totale","2019","2019",5415,,
"14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","2","femmine","Y25-44","25-44 anni","99","totale","2020","2020",5263,,
"14_WALLET_NEIGHBV","molto","THV","valori in migliaia","2","femmine","Y25-44","25-44 anni","99","totale","2010","2010",2926,,
"14_WALLET_NEIGHBV","molto","THV","valori in migliaia","2","femmine","Y25-44","25-44 anni","99","totale","2011","2011",2687,,
"14_WALLET_NEIGHBV","molto","THV","valori in migliaia","2","femmine","Y25-44","25-44 anni","99","totale","2012","2012",2745,,
"14_WALLET_NEIGHBV","molto","THV","valori in migliaia","2","femmine","Y25-44","25-44 anni","99","totale","2013","2013",2566,,
"14_WALLET_NEIGHBV","molto","THV","valori in migliaia","2","femmine","Y25-44","25-44 anni","99","totale","2014","2014",2730,,
"14_WALLET_NEIGHBV","molto","THV","valori in migliaia","2","femmine","Y25-44","25-44 anni","99","totale","2015","2015",2514,,
"14_WALLET_NEIGHBV","molto","THV","valori in migliaia","2","femmine","Y25-44","25-44 anni","99","totale","2016","2016",2607,,
"14_WALLET_NEIGHBV","molto","THV","valori in migliaia","2","femmine","Y25-44","25-44 anni","99","totale","2017","2017",2620,,
"14_WALLET_NEIGHBV","molto","THV","valori in migliaia","2","femmine","Y25-44","25-44 anni","99","totale","2018","2018",2763,,
"14_WALLET_NEIGHBV","molto","THV","valori in migliaia","2","femmine","Y25-44","25-44 anni","99","totale","2019","2019",2837,,
"14_WALLET_NEIGHBV","molto","THV","valori in migliaia","2","femmine","Y25-44","25-44 anni","99","totale","2020","2020",2744,,
"14_WALLET_NEIGHBQ","abbastanza","THV","valori in migliaia","2","femmine","Y25-44","25-44 anni","11","laurea e post-laurea","2010","2010",652,,
"14_WALLET_NEIGHBQ","abbastanza","THV","valori in migliaia","2","femmine","Y25-44","25-44 anni","11","laurea e post-laurea","2011","2011",691,,
"14_WALLET_NEIGHBQ","abbastanza","THV","valori in migliaia","2","femmine","Y25-44","25-44 anni","11","laurea e post-laurea","2012","2012",766,,
"14_WALLET_NEIGHBQ","abbastanza","THV","valori in migliaia","2","femmine","Y25-44","25-44 anni","11","laurea e post-laurea","2013","2013",742,,
"14_WALLET_NEIGHBQ","abbastanza","THV","valori in migliaia","2","femmine","Y25-44","25-44 anni","11","laurea e post-laurea","2014","2014",784,,
"14_WALLET_NEIGHBQ","abbastanza","THV","valori in migliaia","2","femmine","Y25-44","25-44 anni","11","laurea e post-laurea","2015","2015",815,,
"14_WALLET_NEIGHBQ","abbastanza","THV","valori in migliaia","2","femmine","Y25-44","25-44 anni","11","laurea e post-laurea","2016","2016",844,,
"14_WALLET_NEIGHBQ","abbastanza","THV","valori in migliaia","2","femmine","Y25-44","25-44 anni","11","laurea e post-laurea","2017","2017",834,,
"14_WALLET_NEIGHBQ","abbastanza","THV","valori in migliaia","2","femmine","Y25-44","25-44 anni","11","laurea e post-laurea","2018","2018",827,,
"14_WALLET_NEIGHBQ","abbastanza","THV","valori in migliaia","2","femmine","Y25-44","25-44 anni","11","laurea e post-laurea","2019","2019",814,,
"14_WALLET_NEIGHBQ","abbastanza","THV","valori in migliaia","2","femmine","Y25-44","25-44 anni","11","laurea e post-laurea","2020","2020",897,,
"14_WALLET_NEIGHBNM","poco","THV","valori in migliaia","2","femmine","Y25-44","25-44 anni","4","licenza di scuola media","2010","2010",570,,
"14_WALLET_NEIGHBNM","poco","THV","valori in migliaia","2","femmine","Y25-44","25-44 anni","4","licenza di scuola media","2011","2011",564,,
"14_WALLET_NEIGHBNM","poco","THV","valori in migliaia","2","femmine","Y25-44","25-44 anni","4","licenza di scuola media","2012","2012",492,,
"14_WALLET_NEIGHBNM","poco","THV","valori in migliaia","2","femmine","Y25-44","25-44 anni","4","licenza di scuola media","2013","2013",514,,
"14_WALLET_NEIGHBNM","poco","THV","valori in migliaia","2","femmine","Y25-44","25-44 anni","4","licenza di scuola media","2014","2014",445,,
"14_WALLET_NEIGHBNM","poco","THV","valori in migliaia","2","femmine","Y25-44","25-44 anni","4","licenza di scuola media","2015","2015",449,,
"14_WALLET_NEIGHBNM","poco","THV","valori in migliaia","2","femmine","Y25-44","25-44 anni","4","licenza di scuola media","2016","2016",401,,
"14_WALLET_NEIGHBNM","poco","THV","valori in migliaia","2","femmine","Y25-44","25-44 anni","4","licenza di scuola media","2017","2017",444,,
"14_WALLET_NEIGHBNM","poco","THV","valori in migliaia","2","femmine","Y25-44","25-44 anni","4","licenza di scuola media","2018","2018",409,,
"14_WALLET_NEIGHBNM","poco","THV","valori in migliaia","2","femmine","Y25-44","25-44 anni","4","licenza di scuola media","2019","2019",304,,
"14_WALLET_NEIGHBNM","poco","THV","valori in migliaia","2","femmine","Y25-44","25-44 anni","4","licenza di scuola media","2020","2020",292,,
"14_WALLET_NEIGHBNM","poco","THV","valori in migliaia","2","femmine","Y25-44","25-44 anni","7","diploma","2010","2010",713,,
"14_WALLET_NEIGHBNM","poco","THV","valori in migliaia","2","femmine","Y25-44","25-44 anni","7","diploma","2011","2011",708,,
"14_WALLET_NEIGHBNM","poco","THV","valori in migliaia","2","femmine","Y25-44","25-44 anni","7","diploma","2012","2012",719,,
"14_WALLET_NEIGHBNM","poco","THV","valori in migliaia","2","femmine","Y25-44","25-44 anni","7","diploma","2013","2013",730,,
"14_WALLET_NEIGHBNM","poco","THV","valori in migliaia","2","femmine","Y25-44","25-44 anni","7","diploma","2014","2014",651,,
"14_WALLET_NEIGHBNM","poco","THV","valori in migliaia","2","femmine","Y25-44","25-44 anni","7","diploma","2015","2015",707,,
"14_WALLET_NEIGHBNM","poco","THV","valori in migliaia","2","femmine","Y25-44","25-44 anni","7","diploma","2016","2016",627,,
"14_WALLET_NEIGHBNM","poco","THV","valori in migliaia","2","femmine","Y25-44","25-44 anni","7","diploma","2017","2017",606,,
"14_WALLET_NEIGHBNM","poco","THV","valori in migliaia","2","femmine","Y25-44","25-44 anni","7","diploma","2018","2018",552,,
"14_WALLET_NEIGHBNM","poco","THV","valori in migliaia","2","femmine","Y25-44","25-44 anni","7","diploma","2019","2019",532,,
"14_WALLET_NEIGHBNM","poco","THV","valori in migliaia","2","femmine","Y25-44","25-44 anni","7","diploma","2020","2020",476,,
"14_WALLET_NEIGHBNAL","per niente","THV","valori in migliaia","2","femmine","Y25-44","25-44 anni","3","licenza di scuola elementare, nessun titolo di studio","2010","2010",76,,
"14_WALLET_NEIGHBNAL","per niente","THV","valori in migliaia","2","femmine","Y25-44","25-44 anni","3","licenza di scuola elementare, nessun titolo di studio","2011","2011",52,,
"14_WALLET_NEIGHBNAL","per niente","THV","valori in migliaia","2","femmine","Y25-44","25-44 anni","3","licenza di scuola elementare, nessun titolo di studio","2012","2012",49,,
"14_WALLET_NEIGHBNAL","per niente","THV","valori in migliaia","2","femmine","Y25-44","25-44 anni","3","licenza di scuola elementare, nessun titolo di studio","2013","2013",36,,
"14_WALLET_NEIGHBNAL","per niente","THV","valori in migliaia","2","femmine","Y25-44","25-44 anni","3","licenza di scuola elementare, nessun titolo di studio","2014","2014",28,,
"14_WALLET_NEIGHBNAL","per niente","THV","valori in migliaia","2","femmine","Y25-44","25-44 anni","3","licenza di scuola elementare, nessun titolo di studio","2015","2015",32,,
"14_WALLET_NEIGHBNAL","per niente","THV","valori in migliaia","2","femmine","Y25-44","25-44 anni","3","licenza di scuola elementare, nessun titolo di studio","2016","2016",38,,
"14_WALLET_NEIGHBNAL","per niente","THV","valori in migliaia","2","femmine","Y25-44","25-44 anni","3","licenza di scuola elementare, nessun titolo di studio","2017","2017",44,,
"14_WALLET_NEIGHBNAL","per niente","THV","valori in migliaia","2","femmine","Y25-44","25-44 anni","3","licenza di scuola elementare, nessun titolo di studio","2018","2018",42,,
"14_WALLET_NEIGHBNAL","per niente","THV","valori in migliaia","2","femmine","Y25-44","25-44 anni","3","licenza di scuola elementare, nessun titolo di studio","2019","2019",37,,
"14_WALLET_NEIGHBNAL","per niente","THV","valori in migliaia","2","femmine","Y25-44","25-44 anni","3","licenza di scuola elementare, nessun titolo di studio","2020","2020",23,,
"14_WALLET_NEIGHBNAL","per niente","THV","valori in migliaia","2","femmine","Y25-44","25-44 anni","99","totale","2010","2010",858,,
"14_WALLET_NEIGHBNAL","per niente","THV","valori in migliaia","2","femmine","Y25-44","25-44 anni","99","totale","2011","2011",771,,
"14_WALLET_NEIGHBNAL","per niente","THV","valori in migliaia","2","femmine","Y25-44","25-44 anni","99","totale","2012","2012",724,,
"14_WALLET_NEIGHBNAL","per niente","THV","valori in migliaia","2","femmine","Y25-44","25-44 anni","99","totale","2013","2013",805,,
"14_WALLET_NEIGHBNAL","per niente","THV","valori in migliaia","2","femmine","Y25-44","25-44 anni","99","totale","2014","2014",596,,
"14_WALLET_NEIGHBNAL","per niente","THV","valori in migliaia","2","femmine","Y25-44","25-44 anni","99","totale","2015","2015",710,,
"14_WALLET_NEIGHBNAL","per niente","THV","valori in migliaia","2","femmine","Y25-44","25-44 anni","99","totale","2016","2016",651,,
"14_WALLET_NEIGHBNAL","per niente","THV","valori in migliaia","2","femmine","Y25-44","25-44 anni","99","totale","2017","2017",689,,
"14_WALLET_NEIGHBNAL","per niente","THV","valori in migliaia","2","femmine","Y25-44","25-44 anni","99","totale","2018","2018",597,,
"14_WALLET_NEIGHBNAL","per niente","THV","valori in migliaia","2","femmine","Y25-44","25-44 anni","99","totale","2019","2019",581,,
"14_WALLET_NEIGHBNAL","per niente","THV","valori in migliaia","2","femmine","Y25-44","25-44 anni","99","totale","2020","2020",448,,
"14_WALLET_POLICV","molto","THV","valori in migliaia","2","femmine","Y25-44","25-44 anni","4","licenza di scuola media","2010","2010",916,,
"14_WALLET_POLICV","molto","THV","valori in migliaia","2","femmine","Y25-44","25-44 anni","4","licenza di scuola media","2011","2011",827,,
"14_WALLET_POLICV","molto","THV","valori in migliaia","2","femmine","Y25-44","25-44 anni","4","licenza di scuola media","2012","2012",836,,
"14_WALLET_POLICV","molto","THV","valori in migliaia","2","femmine","Y25-44","25-44 anni","4","licenza di scuola media","2013","2013",796,,
"14_WALLET_POLICV","molto","THV","valori in migliaia","2","femmine","Y25-44","25-44 anni","4","licenza di scuola media","2014","2014",762,,
"14_WALLET_POLICV","molto","THV","valori in migliaia","2","femmine","Y25-44","25-44 anni","4","licenza di scuola media","2015","2015",648,,
"14_WALLET_POLICV","molto","THV","valori in migliaia","2","femmine","Y25-44","25-44 anni","4","licenza di scuola media","2016","2016",659,,
"14_WALLET_POLICV","molto","THV","valori in migliaia","2","femmine","Y25-44","25-44 anni","4","licenza di scuola media","2017","2017",715,,
"14_WALLET_POLICV","molto","THV","valori in migliaia","2","femmine","Y25-44","25-44 anni","4","licenza di scuola media","2018","2018",634,,
"14_WALLET_POLICV","molto","THV","valori in migliaia","2","femmine","Y25-44","25-44 anni","4","licenza di scuola media","2019","2019",666,,
"14_WALLET_POLICV","molto","THV","valori in migliaia","2","femmine","Y25-44","25-44 anni","4","licenza di scuola media","2020","2020",651,,
"14_WALLET_POLICV","molto","THV","valori in migliaia","2","femmine","Y25-44","25-44 anni","7","diploma","2010","2010",1752,,
"14_WALLET_POLICV","molto","THV","valori in migliaia","2","femmine","Y25-44","25-44 anni","7","diploma","2011","2011",1668,,
"14_WALLET_POLICV","molto","THV","valori in migliaia","2","femmine","Y25-44","25-44 anni","7","diploma","2012","2012",1550,,
"14_WALLET_POLICV","molto","THV","valori in migliaia","2","femmine","Y25-44","25-44 anni","7","diploma","2013","2013",1492,,
"14_WALLET_POLICV","molto","THV","valori in migliaia","2","femmine","Y25-44","25-44 anni","7","diploma","2014","2014",1554,,
"14_WALLET_POLICV","molto","THV","valori in migliaia","2","femmine","Y25-44","25-44 anni","7","diploma","2015","2015",1473,,
"14_WALLET_POLICV","molto","THV","valori in migliaia","2","femmine","Y25-44","25-44 anni","7","diploma","2016","2016",1503,,
"14_WALLET_POLICV","molto","THV","valori in migliaia","2","femmine","Y25-44","25-44 anni","7","diploma","2017","2017",1398,,
"14_WALLET_POLICV","molto","THV","valori in migliaia","2","femmine","Y25-44","25-44 anni","7","diploma","2018","2018",1421,,
"14_WALLET_POLICV","molto","THV","valori in migliaia","2","femmine","Y25-44","25-44 anni","7","diploma","2019","2019",1529,,
"14_WALLET_POLICV","molto","THV","valori in migliaia","2","femmine","Y25-44","25-44 anni","7","diploma","2020","2020",1494,,
"14_WALLET_POLICQ","abbastanza","THV","valori in migliaia","2","femmine","Y25-44","25-44 anni","3","licenza di scuola elementare, nessun titolo di studio","2010","2010",107,,
"14_WALLET_POLICQ","abbastanza","THV","valori in migliaia","2","femmine","Y25-44","25-44 anni","3","licenza di scuola elementare, nessun titolo di studio","2011","2011",115,,
"14_WALLET_POLICQ","abbastanza","THV","valori in migliaia","2","femmine","Y25-44","25-44 anni","3","licenza di scuola elementare, nessun titolo di studio","2012","2012",137,,
"14_WALLET_POLICQ","abbastanza","THV","valori in migliaia","2","femmine","Y25-44","25-44 anni","3","licenza di scuola elementare, nessun titolo di studio","2013","2013",110,,
"14_WALLET_POLICQ","abbastanza","THV","valori in migliaia","2","femmine","Y25-44","25-44 anni","3","licenza di scuola elementare, nessun titolo di studio","2014","2014",72,,
"14_WALLET_POLICQ","abbastanza","THV","valori in migliaia","2","femmine","Y25-44","25-44 anni","3","licenza di scuola elementare, nessun titolo di studio","2015","2015",94,,
"14_WALLET_POLICQ","abbastanza","THV","valori in migliaia","2","femmine","Y25-44","25-44 anni","3","licenza di scuola elementare, nessun titolo di studio","2016","2016",85,,
"14_WALLET_POLICQ","abbastanza","THV","valori in migliaia","2","femmine","Y25-44","25-44 anni","3","licenza di scuola elementare, nessun titolo di studio","2017","2017",101,,
"14_WALLET_POLICQ","abbastanza","THV","valori in migliaia","2","femmine","Y25-44","25-44 anni","3","licenza di scuola elementare, nessun titolo di studio","2018","2018",76,,
"14_WALLET_POLICQ","abbastanza","THV","valori in migliaia","2","femmine","Y25-44","25-44 anni","3","licenza di scuola elementare, nessun titolo di studio","2019","2019",72,,
"14_WALLET_POLICQ","abbastanza","THV","valori in migliaia","2","femmine","Y25-44","25-44 anni","3","licenza di scuola elementare, nessun titolo di studio","2020","2020",50,,
"14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","9","totale","Y25-44","25-44 anni","99","totale","2010","2010",3710,,
"14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","9","totale","Y25-44","25-44 anni","99","totale","2011","2011",3527,,
